OBJECTID,POPCHANGE,PCTCHANGE,EMPCHANGE,EMPPCTCHANGE,EMPDEN2045,EMPDENCHANGE,GIS_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,SHAPEAREA,SHAPELEN
132,49.10667038,60.70906704,11.60239666,3.28090448,3.64270848,0.361804,MoveDC_Pop_Emp_ForecastsPly_21,{1A2FE8EC-34F4-436E-BE11-FC91A030C40D},,,,,0,0
133,42.2979393,98.76569052,56.46775122,15.09711099,30.14541666,15.04830567,MoveDC_Pop_Emp_ForecastsPly_54,{BD3EE2BE-E411-457B-BD82-BC6121E613C6},,,,,0,0
134,15.11062145,49.65772842,34.54710697,5.28273707,20.13420542,14.85146836,MoveDC_Pop_Emp_ForecastsPly_347,{8AC7CBBD-8F43-48E2-9476-132257DF1817},,,,,0,0
135,3.09567475,4.18131054,1.08563579,13.54357656,15.08066501,1.53708845,MoveDC_Pop_Emp_ForecastsPly_351,{3193CF59-5640-48FC-BE35-99CCD3F84583},,,,,0,0
136,43.79756165,90.1464385,46.34887686,2.43534547,7.3575781,4.92223263,MoveDC_Pop_Emp_ForecastsPly_82,{0671CEB3-B1E0-4B77-A053-5B4820881495},,,,,0,0
137,45.08481216,89.09086211,44.00604995,15.27006217,30.33553155,15.06546938,MoveDC_Pop_Emp_ForecastsPly_68,{DD419110-97C2-4DF7-9B69-57E17442FA4F},,,,,0,0
138,33.30450439,33.30450372,-6.8e-07,14.32186258,14.32186258,0,MoveDC_Pop_Emp_ForecastsPly_71,{E31E89DB-1CF7-4D9E-85F3-073C799F9B8F},,,,,0,0
139,8.04263401,55.25289478,47.21026077,41.37935133,57.88685737,16.50750604,MoveDC_Pop_Emp_ForecastsPly_247,{FF2FBCEB-762D-4267-BC01-942FB13AA3FA},,,,,0,0
140,119.5455246,215.84165628,96.29613169,8.83157874,18.40798942,9.57641068,MoveDC_Pop_Emp_ForecastsPly_44,{E7784F44-BF3C-428F-9AA0-13F090807E44},,,,,0,0
141,80.1195755,104.19295538,24.07337988,8.79018184,8.79018184,0,MoveDC_Pop_Emp_ForecastsPly_45,{FA0066E4-A4AD-452C-B5B3-F82FAA4BD279},,,,,0,0
142,51.76347733,62.67338353,10.9099062,9.52989546,10.37612935,0.84623389,MoveDC_Pop_Emp_ForecastsPly_227,{93365C70-B04C-4181-BBC4-54C47728F79B},,,,,0,0
143,51.87969208,76.28407131,24.40437924,14.56653446,17.77334615,3.20681169,MoveDC_Pop_Emp_ForecastsPly_50,{6B2E692B-1F5B-4B5A-91B0-D2D9E6884F96},,,,,0,0
144,70.81290436,81.25631075,10.44340639,58.82156099,61.77295862,2.95139762,MoveDC_Pop_Emp_ForecastsPly_226,{DD8B9C8F-0E93-4455-AAC1-B31611C25077},,,,,0,0
145,24.57683945,31.2345771,6.65773766,9.58182578,11.04386982,1.46204403,MoveDC_Pop_Emp_ForecastsPly_216,{6B1DAF79-1AF0-4F9E-8552-1E2FB48A6480},,,,,0,0
146,17.24739075,19.66266409,2.41527334,5.1710253,5.1710253,0,MoveDC_Pop_Emp_ForecastsPly_221,{C8BB8DBD-5E8C-4905-AD08-E38901D26D1D},,,,,0,0
147,44.93162537,50.08817528,5.15654992,3.4251542,3.46279326,0.03763906,MoveDC_Pop_Emp_ForecastsPly_56,{06F601DB-894C-4FE0-AAD8-9DD3CF965993},,,,,0,0
148,32.4148407,36.71560985,4.30076916,3.98263034,4.06511085,0.08248051,MoveDC_Pop_Emp_ForecastsPly_246,{2342B4D5-01F0-4124-ABD4-7DE7E271FA0B},,,,,0,0
149,3.25920773,4.05743502,0.79822729,2.13479424,2.28330167,0.14850743,MoveDC_Pop_Emp_ForecastsPly_211,{29E4CD00-869C-41B9-A789-F855B13DF71F},,,,,0,0
150,0.66375786,0.84167231,0.17791445,7.10289319,7.10289319,0,MoveDC_Pop_Emp_ForecastsPly_83,{AAEBC965-7E7A-43F2-9F33-2AB8425D469F},,,,,0,0
151,16.27646065,19.12048707,2.84402642,1.25203536,1.25203536,0,MoveDC_Pop_Emp_ForecastsPly_22,{BAB0EC9E-240D-47BA-9EE0-2A1D8E77CDAA},,,,,0,0
152,62.51249313,97.99348683,35.48099369,38.17727326,60.29707891,22.11980565,MoveDC_Pop_Emp_ForecastsPly_79,{8C9336C9-CC78-4B87-B93A-3615C245AD47},,,,,0,0
153,90.97797394,106.2335416,15.25556766,22.4019842,26.62318453,4.22120033,MoveDC_Pop_Emp_ForecastsPly_75,{9AC8AE52-76CE-42C2-AF3D-6F035249A4EF},,,,,0,0
154,1.42917562,1.59105633,0.16188072,0.97745127,1.20716774,0.22971647,MoveDC_Pop_Emp_ForecastsPly_354,{34453B78-6AB1-403E-BC4D-0B65122DDF5B},,,,,0,0
155,8.74157238,8.95635268,0.21478029,8.29053269,8.4945743,0.20404161,MoveDC_Pop_Emp_ForecastsPly_213,{A39259C3-2B41-4D22-8AF5-B9751B4B5F76},,,,,0,0
156,72.7419281,84.79325348,12.05132538,38.15696407,38.52417894,0.36721488,MoveDC_Pop_Emp_ForecastsPly_48,{B6711095-BFA3-4B32-ABF1-14B230548C8C},,,,,0,0
157,7.4378562,9.44284332,2.00498712,5.66172587,7.0149679,1.35324203,MoveDC_Pop_Emp_ForecastsPly_218,{648A0102-DD07-48D3-81AD-9C207A6B37D6},,,,,0,0
158,5.2661314,7.83080593,2.56467452,0.42744574,0.44454357,0.01709783,MoveDC_Pop_Emp_ForecastsPly_355,{3B552361-CB90-488C-B3FA-0634FEC63470},,,,,0,0
159,3.83205223,4.09065687,0.25860464,0.75230471,0.75230471,0,MoveDC_Pop_Emp_ForecastsPly_219,{24757BFE-FAEC-46FB-B00C-5F5D9DFD4379},,,,,0,0
160,0,0,0,1.92251082,1.92251082,0,MoveDC_Pop_Emp_ForecastsPly_254,{3C95217F-5DD5-4CE0-AF3B-498E820EC57A},,,,,0,0
161,16.31027603,18.19437489,1.88409886,13.44510792,15.94237506,2.49726714,MoveDC_Pop_Emp_ForecastsPly_253,{A362E05D-E5EB-4E43-82C2-90D24A7CFD9B},,,,,0,0
162,65.5199585,82.12059011,16.60063161,28.28411317,35.59679622,7.31268305,MoveDC_Pop_Emp_ForecastsPly_74,{8577163D-20D1-42F6-9285-48425D9286BB},,,,,0,0
163,90.11215973,103.02567175,12.91351202,23.38808546,23.49077739,0.10269192,MoveDC_Pop_Emp_ForecastsPly_51,{8E952D69-E6C5-485D-8883-65CF5F8F02DD},,,,,0,0
164,39.39271545,54.22291379,14.83019833,25.39285315,31.05072841,5.65787526,MoveDC_Pop_Emp_ForecastsPly_70,{9E3D3147-BE4E-4798-ABC0-8D2B5F5CDF3D},,,,,0,0
165,47.99182129,58.20514174,10.21332045,4.76501778,6.04168292,1.27666514,MoveDC_Pop_Emp_ForecastsPly_244,{A7197D50-B065-4E26-9E43-DCDE23E0C6E7},,,,,0,0
166,58.68519974,65.08516576,6.39996603,66.64558148,70.46746926,3.82188777,MoveDC_Pop_Emp_ForecastsPly_179,{959C7DAF-CA86-4CB0-AB6B-3B32233A75EB},,,,,0,0
167,21.40075111,22.66756794,1.26681682,8.22586109,8.22586109,0,MoveDC_Pop_Emp_ForecastsPly_220,{304EF2F9-12DE-48E5-9ABC-8924463AFEB1},,,,,0,0
168,41.56706619,54.35330174,12.78623555,22.11248329,24.89620274,2.78371945,MoveDC_Pop_Emp_ForecastsPly_180,{53E85193-D667-4AF0-A3FB-905D05A8224F},,,,,0,0
169,0.04389128,0.04389128,0,0.32186942,0.32186942,0,MoveDC_Pop_Emp_ForecastsPly_248,{307B7D9B-CB77-4D62-80C2-43F56AC56284},,,,,0,0
170,27.3579998,39.37126027,12.01326047,8.7980934,9.8615079,1.0634145,MoveDC_Pop_Emp_ForecastsPly_245,{F8AB48F6-6F0D-4135-B1D5-68682D91CD4F},,,,,0,0
171,55.25744629,60.38101608,5.12356979,38.61960974,40.0520061,1.43239637,MoveDC_Pop_Emp_ForecastsPly_47,{4AC1BC39-B19D-4B5A-B682-372EE564AAC7},,,,,0,0
172,16.40327454,20.2035275,3.80025297,1.66520182,1.66520182,0,MoveDC_Pop_Emp_ForecastsPly_212,{9E332BA6-AC21-4322-9645-3E91C0033A7D},,,,,0,0
173,35.5214119,40.50183918,4.98042728,4.94666064,25.47614644,20.5294858,MoveDC_Pop_Emp_ForecastsPly_181,{68604C97-AD0B-4944-900C-BBE3E3C94D1E},,,,,0,0
174,16.43054771,17.73111786,1.30057014,88.61223692,89.26252241,0.6502855,MoveDC_Pop_Emp_ForecastsPly_178,{3D57697F-C377-4B87-ABF1-51118EBF3372},,,,,0,0
175,59.28258896,73.15780173,13.87521277,24.38149526,28.58933388,4.20783861,MoveDC_Pop_Emp_ForecastsPly_78,{099B51E0-0BD7-4DA1-9212-4117526BC5B9},,,,,0,0
176,42.46871948,50.95502803,8.48630855,14.97802793,15.88240845,0.90438051,MoveDC_Pop_Emp_ForecastsPly_69,{0F3C277D-69D9-4AB2-9136-F1BD0515E277},,,,,0,0
177,15.50497532,43.7490132,28.24403788,19.26721213,38.79217961,19.52496748,MoveDC_Pop_Emp_ForecastsPly_252,{CE90F327-5311-4D2C-9BC1-4B8A9192E01F},,,,,0,0
178,25.07094955,29.392933,4.32198345,6.69821379,7.88632883,1.18811504,MoveDC_Pop_Emp_ForecastsPly_208,{BB3589EA-6EE5-4563-851B-CFB82DA623AA},,,,,0,0
179,31.94094658,32.30891284,0.36796626,36.35654574,36.50806141,0.15151567,MoveDC_Pop_Emp_ForecastsPly_209,{614C92C6-ED4D-4666-A0DC-792D9ABD0B6C},,,,,0,0
180,23.89750671,37.07152093,13.17401421,91.4927489,98.51104847,7.01829957,MoveDC_Pop_Emp_ForecastsPly_177,{5D1CBEA2-21D8-481A-8959-88C40243F78D},,,,,0,0
181,62.47487259,90.39561767,27.92074508,89.08407411,108.53022959,19.44615548,MoveDC_Pop_Emp_ForecastsPly_146,{55558FE0-ED68-43B3-8357-11141950295F},,,,,0,0
182,77.56458282,84.7115849,7.14700207,108.01277785,108.28201432,0.26923647,MoveDC_Pop_Emp_ForecastsPly_49,{6A29E7E3-51CF-47E2-B52D-B2D750099FB6},,,,,0,0
183,27.27670288,30.56525322,3.28855034,8.38580468,9.31756075,0.93175608,MoveDC_Pop_Emp_ForecastsPly_217,{979B58AD-1A8B-47CE-A47D-314C6D4104F0},,,,,0,0
184,61.68196487,65.82403913,4.14207426,94.3195102,99.40976948,5.09025928,MoveDC_Pop_Emp_ForecastsPly_52,{45CFEEB0-8CCC-4084-A6C1-26B069579E15},,,,,0,0
185,34.90290833,42.9998434,8.09693507,1.12980508,6.99403146,5.86422638,MoveDC_Pop_Emp_ForecastsPly_90,{9D8A7D5F-B789-4378-9C95-C54F1E2A79D1},,,,,0,0
186,11.35293293,14.26625182,2.91331889,0.66075272,2.15245203,1.49169931,MoveDC_Pop_Emp_ForecastsPly_359,{44D0854B-82CC-46B0-B026-CC7D80910C4D},,,,,0,0
187,20.39288521,26.02682718,5.63394198,0.73794712,1.78810263,1.05015551,MoveDC_Pop_Emp_ForecastsPly_360,{C9EE800E-A837-41A5-A83F-F79D3E6687D9},,,,,0,0
188,90.46826935,102.50777636,12.03950701,37.83844094,40.16034527,2.32190433,MoveDC_Pop_Emp_ForecastsPly_77,{BF8B26B8-AB58-4EED-B24B-416C2FDC6B4B},,,,,0,0
189,106.43004608,117.33373222,10.90368614,54.40630058,56.64870349,2.24240291,MoveDC_Pop_Emp_ForecastsPly_76,{54A923D3-FB44-4C9D-9014-163CCCC73B21},,,,,0,0
190,139.72077942,172.78254548,33.06176606,26.44307652,26.44307652,0,MoveDC_Pop_Emp_ForecastsPly_66,{D582C266-D766-4779-8560-D3A1004532AC},,,,,0,0
191,62.10420227,86.50639085,24.40218858,46.72188323,52.34332939,5.62144616,MoveDC_Pop_Emp_ForecastsPly_67,{47BCF26F-1B76-485C-852D-B489FC93D7E0},,,,,0,0
192,0,19.63290981,19.63290981,78.25608962,653.94811515,575.69202552,MoveDC_Pop_Emp_ForecastsPly_61,{A5B128D1-65C3-4F8F-B4BE-A33503204433},,,,,0,0
193,50.3213768,67.05757495,16.73619815,57.17825513,66.13279843,8.95454331,MoveDC_Pop_Emp_ForecastsPly_72,{39A2E84D-9129-4D6E-AA42-3040F400DF93},,,,,0,0
194,44.77827454,57.50700437,12.72872984,25.72114035,27.56692581,1.84578547,MoveDC_Pop_Emp_ForecastsPly_73,{5C4BAFE9-FFC6-4B74-883A-6132FB6CB589},,,,,0,0
195,25.80618286,34.78971024,8.98352738,8.25874152,8.60206103,0.34331951,MoveDC_Pop_Emp_ForecastsPly_58,{6D85417C-7B9E-441A-9469-113179DB7A9D},,,,,0,0
196,7.73946333,11.62379747,3.88433414,244.88829597,253.27028058,8.38198461,MoveDC_Pop_Emp_ForecastsPly_152,{B1D730A0-5118-4CA3-B616-5649727E3DCE},,,,,0,0
197,34.00628662,38.38053888,4.37425226,303.44613553,314.76980555,11.32367002,MoveDC_Pop_Emp_ForecastsPly_53,{BBB4D4B9-B6EB-4F30-9760-E7857DA8C4F0},,,,,0,0
198,48.1586113,70.58970955,22.43109826,282.6936307,447.74632991,165.05269921,MoveDC_Pop_Emp_ForecastsPly_63,{A7B2F837-8273-4051-ADF9-1666DD766FCD},,,,,0,0
199,16.75239372,17.2347085,0.48231478,57.93402248,58.26360412,0.32958165,MoveDC_Pop_Emp_ForecastsPly_210,{A406A0A6-4CA1-4E88-BCC0-62C2831C9336},,,,,0,0
200,15.70081139,25.94066474,10.23985335,2.11751431,11.4969882,9.3794739,MoveDC_Pop_Emp_ForecastsPly_87,{B64832D6-B563-4348-A3EE-27BF970B564D},,,,,0,0
201,11.87927723,19.41725392,7.53797669,2.04987708,3.45563143,1.40575435,MoveDC_Pop_Emp_ForecastsPly_363,{52672C1E-A188-461C-BE7A-9347076694CA},,,,,0,0
202,56.83549118,114.09154115,57.25604997,21.68880798,36.88899751,15.20018953,MoveDC_Pop_Emp_ForecastsPly_185,{29B14980-5985-443A-A62B-9453279FB884},,,,,0,0
203,38.73227692,44.41129528,5.67901837,5.73048971,9.67663533,3.94614561,MoveDC_Pop_Emp_ForecastsPly_86,{A0D19687-FB68-4C25-B1FF-2E0E80782421},,,,,0,0
204,16.3846817,17.57164042,1.18695872,511.09036253,597.85470094,86.76433841,MoveDC_Pop_Emp_ForecastsPly_150,{FC66301F-42B2-4568-AD8C-A270BB10DC9C},,,,,0,0
205,84.79494476,153.85441712,69.05947235,2.27044846,5.26617907,2.99573061,MoveDC_Pop_Emp_ForecastsPly_59,{59635661-DABB-4D3F-903B-EE5537EFECA9},,,,,0,0
206,36.51559067,42.46957734,5.95398667,2.17708125,2.17708125,0,MoveDC_Pop_Emp_ForecastsPly_251,{D9E4685C-02E5-489F-9B45-5508C325AC7F},,,,,0,0
207,30.75269699,40.13826124,9.38556425,76.0829728,84.32030254,8.23732973,MoveDC_Pop_Emp_ForecastsPly_175,{8413808A-8395-4BFB-AF18-097500DB43A1},,,,,0,0
208,20.15288544,28.73238481,8.57949937,39.14396437,43.389029,4.24506463,MoveDC_Pop_Emp_ForecastsPly_176,{AED94ACB-69B8-47B7-9F4B-1F524640A5A2},,,,,0,0
209,45.24164581,58.01935412,12.77770831,1.55900267,11.29512716,9.73612449,MoveDC_Pop_Emp_ForecastsPly_89,{E08F5DC2-5F71-46AE-B0F7-06525045F1CA},,,,,0,0
210,21.68307877,32.26689511,10.58381634,14.91355961,17.07843117,2.16487156,MoveDC_Pop_Emp_ForecastsPly_62,{2D1DA1D4-4DDC-49DB-89EF-2224E0BA5AEB},,,,,0,0
211,0,0.31563731,0.31563731,609.43826647,664.81826809,55.38000161,MoveDC_Pop_Emp_ForecastsPly_144,{F35661AA-27D8-4E40-89F3-4F86DDE2702F},,,,,0,0
212,2.19198227,6.7951453,4.60316303,603.19701112,656.06031892,52.8633078,MoveDC_Pop_Emp_ForecastsPly_151,{4A49E860-4180-4E08-970F-D33B18439E96},,,,,0,0
213,33.38370132,37.71226506,4.32856374,538.35460758,640.31635048,101.9617429,MoveDC_Pop_Emp_ForecastsPly_145,{464F3554-B04F-4726-9D6D-49F07493678D},,,,,0,0
214,68.53771973,135.97574032,67.43802059,348.87065352,497.86439915,148.99374562,MoveDC_Pop_Emp_ForecastsPly_60,{F752FD43-C5B6-41F9-9AC4-B83E039179C6},,,,,0,0
215,47.57997894,61.44007059,13.86009164,307.01048868,378.5133644,71.50287572,MoveDC_Pop_Emp_ForecastsPly_149,{B509571B-F0DA-4DF3-801E-F6B267179DCD},,,,,0,0
216,71.13217163,81.16741577,10.03524414,206.01765894,206.11604369,0.09838475,MoveDC_Pop_Emp_ForecastsPly_171,{F65D3348-16F1-413B-9147-A734633AA7EC},,,,,0,0
217,8.06225872,27.93581588,19.87355716,103.18962609,141.40800613,38.21838003,MoveDC_Pop_Emp_ForecastsPly_172,{963C9189-91F2-4395-9A96-F51FED681EE7},,,,,0,0
218,29.35255051,48.34305963,18.99050913,149.48131072,160.1979466,10.71663588,MoveDC_Pop_Emp_ForecastsPly_174,{3EAA4134-1A9D-46D0-B222-EA53E2CA4538},,,,,0,0
219,174.48927307,252.17174461,77.68247154,58.01943366,147.76908683,89.74965318,MoveDC_Pop_Emp_ForecastsPly_100,{ADCC21C0-0DE0-4771-89E5-D167155825E1},,,,,0,0
220,0,0,0,0.02782014,0.02782014,0,MoveDC_Pop_Emp_ForecastsPly_6,{46F3BA26-22B1-4886-AD84-47E11A086C41},,,,,0,0
221,25.53562546,34.39157372,8.85594826,6.39270385,6.39270385,0,MoveDC_Pop_Emp_ForecastsPly_133,{17A34F8C-A16C-4347-9B6E-F0301DF49A0C},,,,,0,0
222,20.02609825,23.07846349,3.05236524,0.82365405,1.88955929,1.06590524,MoveDC_Pop_Emp_ForecastsPly_361,{8BC5BB1E-FDAE-482D-9F50-23FF91736BBA},,,,,0,0
223,34.16580582,52.94616304,18.78035723,324.27418094,329.69159189,5.41741095,MoveDC_Pop_Emp_ForecastsPly_153,{50A00AFF-634E-435E-B280-04C8AD0EDBBF},,,,,0,0
224,2.10649467,34.08691304,31.98041837,269.29618797,376.12897791,106.83278995,MoveDC_Pop_Emp_ForecastsPly_184,{6C870EF5-32F3-4371-8D4E-98C5114D8AE0},,,,,0,0
225,55.55599976,55.6758894,0.11988965,244.1155168,252.67550496,8.55998816,MoveDC_Pop_Emp_ForecastsPly_142,{92A931F8-D52C-4685-94BA-14AF637C596D},,,,,0,0
226,16.97102928,19.1276465,2.15661722,2.65700911,6.26546711,3.608458,MoveDC_Pop_Emp_ForecastsPly_358,{69B54FF3-08F0-4358-B22D-D78304E93FE4},,,,,0,0
227,33.18648148,47.18036932,13.99388784,7.55090448,14.04502324,6.49411875,MoveDC_Pop_Emp_ForecastsPly_255,{61D0086C-F024-46E5-8A3A-0F46887C50E5},,,,,0,0
228,50.18571091,54.00195956,3.81624865,6.31937825,6.31937825,0,MoveDC_Pop_Emp_ForecastsPly_170,{0B2FA764-C09E-4621-B79C-0F868D2C1494},,,,,0,0
229,94.72882843,95.99541148,1.26658305,54.58100567,54.58100567,0,MoveDC_Pop_Emp_ForecastsPly_81,{D145C1AA-EE95-47BF-A67C-9F8F8166138D},,,,,0,0
230,0,0,0,658.05626482,692.27556187,34.21929705,MoveDC_Pop_Emp_ForecastsPly_143,{BD495B2B-CA49-471E-90C3-A282A93679E9},,,,,0,0
231,4.32354927,4.61178593,0.28823666,515.47189154,521.65587722,6.18398569,MoveDC_Pop_Emp_ForecastsPly_147,{E01EFC8A-159D-4BA0-8E70-757F66D2197F},,,,,0,0
232,6.37121391,8.1819799,1.81076598,252.97072268,260.18025415,7.20953147,MoveDC_Pop_Emp_ForecastsPly_148,{71D043E2-1797-45D4-86DC-43A8106CEEC6},,,,,0,0
233,89.43022156,133.95620522,44.52598367,191.99128566,390.14271953,198.15143387,MoveDC_Pop_Emp_ForecastsPly_101,{0E172D4E-0155-4AF4-9A8E-F14B4BFFCD54},,,,,0,0
234,33.26913834,52.30323744,19.0340991,154.68852708,220.04325433,65.35472725,MoveDC_Pop_Emp_ForecastsPly_182,{66812954-0972-4582-AE9B-EB83D118C0D9},,,,,0,0
235,57.24720764,76.08359469,18.83638705,27.58070419,30.34037907,2.75967488,MoveDC_Pop_Emp_ForecastsPly_186,{E5387979-BBE2-4257-933E-952755B2546E},,,,,0,0
236,45.15486908,54.47158319,9.31671411,8.71303861,10.78565519,2.07261657,MoveDC_Pop_Emp_ForecastsPly_96,{03126D58-F192-49F6-B355-5A041668687C},,,,,0,0
237,14.19105434,14.78234786,0.59129351,61.00522039,63.18689104,2.18167065,MoveDC_Pop_Emp_ForecastsPly_173,{82688A01-FE86-46F3-A227-70306AC07641},,,,,0,0
238,96.57414246,154.77028566,58.19614321,122.42161823,176.00401388,53.58239565,MoveDC_Pop_Emp_ForecastsPly_155,{79F64786-CB96-45DE-B6A9-BDCBEE1B12AD},,,,,0,0
239,18.08945084,24.403617,6.31416616,8.67400696,14.88453216,6.2105252,MoveDC_Pop_Emp_ForecastsPly_3,{12A607FD-5097-430E-A8E3-A406366ADEEA},,,,,0,0
240,2.40287089,2.4028709,1e-08,427.37215387,440.61874986,13.24659599,MoveDC_Pop_Emp_ForecastsPly_138,{FF9719C4-1403-4DD1-B9C9-791CCB0C097A},,,,,0,0
241,10.54100037,11.02013626,0.47913589,442.85266929,445.29190894,2.43923965,MoveDC_Pop_Emp_ForecastsPly_164,{9E400042-BC62-4B70-9A40-FAB21B60F2FC},,,,,0,0
242,0.08822276,0.08822276,0,28.93706373,28.93706373,0,MoveDC_Pop_Emp_ForecastsPly_163,{DE33F519-07CB-40D8-81E2-DF2F36D21952},,,,,0,0
243,43.90384293,66.34142433,22.4375814,11.85015193,14.24608429,2.39593236,MoveDC_Pop_Emp_ForecastsPly_97,{ECB182AA-9F0D-41E5-B76E-89AC7455A82A},,,,,0,0
244,48.68804169,67.97099552,19.28295384,2.95935837,4.8254506,1.86609222,MoveDC_Pop_Emp_ForecastsPly_85,{6822D12B-EA28-4F53-A8ED-4A5D5C859421},,,,,0,0
245,39.81181335,51.17408244,11.36226909,2.27026041,3.55345107,1.28319067,MoveDC_Pop_Emp_ForecastsPly_91,{C9B8C914-083C-42F4-9A3B-6B3AAB39462E},,,,,0,0
246,15.73024368,19.4117895,3.68154581,522.85394698,531.07234828,8.2184013,MoveDC_Pop_Emp_ForecastsPly_102,{67332875-1692-495F-93AD-49FDABF24A3E},,,,,0,0
247,0.17624019,0.17624019,-1e-08,568.90331773,586.35109606,17.44777833,MoveDC_Pop_Emp_ForecastsPly_103,{98E686C9-539D-4BA9-BB04-8C66A2DE5807},,,,,0,0
248,8.26302814,8.88134959,0.61832145,209.97646463,285.04635314,75.06988851,MoveDC_Pop_Emp_ForecastsPly_156,{CC548CA1-0B60-4E29-B309-7AF2A2E786A1},,,,,0,0
249,43.61837769,50.19200291,6.57362523,310.12265765,311.32116423,1.19850658,MoveDC_Pop_Emp_ForecastsPly_154,{2F1DB5BF-A65E-4660-9F90-689AF1B38D75},,,,,0,0
250,13.1236887,18.24512872,5.12144003,119.31353915,212.21965515,92.906116,MoveDC_Pop_Emp_ForecastsPly_98,{E340B59A-2AA9-48B8-91B1-4D1D16D6F6D6},,,,,0,0
251,69.30323029,77.99874563,8.69551535,21.04313985,22.55036198,1.50722214,MoveDC_Pop_Emp_ForecastsPly_136,{31216575-CD3A-41D9-A720-D7953D43067A},,,,,0,0
252,91.38358307,91.55503739,0.17145432,50.78389901,50.78389901,0,MoveDC_Pop_Emp_ForecastsPly_137,{4AFB929F-4599-471D-BA09-177AC4969567},,,,,0,0
253,38.57917404,50.32928785,11.75011381,1.32271453,2.35884091,1.03612638,MoveDC_Pop_Emp_ForecastsPly_88,{7905D74A-53CB-4F01-A5BF-030D904D5E18},,,,,0,0
254,13.22574806,15.37084795,2.14509989,1.15778568,2.94063357,1.78284789,MoveDC_Pop_Emp_ForecastsPly_84,{1A45F0D3-A6C5-4CC4-A455-37F36C2D0CE3},,,,,0,0
255,20.15925407,21.08203718,0.9227831,84.57659022,84.78954009,0.21294987,MoveDC_Pop_Emp_ForecastsPly_169,{62E83EB8-4A9E-49CF-A735-CCBFD28113C1},,,,,0,0
256,19.20086479,21.5967843,2.3959195,6.27462818,10.05280883,3.77818065,MoveDC_Pop_Emp_ForecastsPly_4,{A9AA8017-D2B0-44ED-BC9C-95A8F56C2FE0},,,,,0,0
257,21.30691719,31.69609021,10.38917302,0.93867087,2.14162772,1.20295685,MoveDC_Pop_Emp_ForecastsPly_1,{E2AAE01D-53D7-443D-8743-B7B3CC68591D},,,,,0,0
258,21.44168282,27.84407739,6.40239457,3.20912104,8.27240091,5.06327987,MoveDC_Pop_Emp_ForecastsPly_5,{3C68F795-D1E6-45CB-9546-D12D052D91F0},,,,,0,0
