OBJECTID,POPCHANGE,PCTCHANGE,EMPCHANGE,EMPPCTCHANGE,EMPDEN2045,EMPDENCHANGE,GIS_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,SHAPEAREA,SHAPELEN
259,18.36766434,23.40458867,5.03692433,1.87098118,2.51196548,0.64098429,MoveDC_Pop_Emp_ForecastsPly_132,{CB9AA7BE-12F7-402D-AA8F-49E5AB6BE330},,,,,0,0
260,0,0,0,292.20032049,334.76060215,42.56028166,MoveDC_Pop_Emp_ForecastsPly_165,{E9C8F8A9-92B3-4846-8D36-466CEF584AF3},,,,,0,0
261,8.801157,9.38107866,0.57992166,114.18762658,114.2331106,0.04548402,MoveDC_Pop_Emp_ForecastsPly_183,{494C63AA-6225-45AC-BF55-F16E8F11E434},,,,,0,0
262,8.7159586,10.24968636,1.53372776,0.64416584,3.03239973,2.38823389,MoveDC_Pop_Emp_ForecastsPly_356,{0AAC2F76-DDB5-48FD-8020-4D4D1963A7F8},,,,,0,0
263,0.31947157,0.31947158,1e-08,178.48477695,178.48477695,0,MoveDC_Pop_Emp_ForecastsPly_139,{E37DB345-405A-4A91-A13E-24B3B3F4411F},,,,,0,0
264,5.42606688,5.76909398,0.34302711,86.16219824,86.62996262,0.46776438,MoveDC_Pop_Emp_ForecastsPly_159,{36B9A503-CF8E-4BB8-9DC6-AA63EFBDA6C6},,,,,0,0
265,45.03979874,57.35178861,12.31198987,10.83288415,11.04120885,0.2083247,MoveDC_Pop_Emp_ForecastsPly_250,{56324B9C-ECC6-483F-8836-7D66DD2E7E37},,,,,0,0
266,43.24346924,48.77863169,5.53516245,20.59141128,21.1328947,0.54148342,MoveDC_Pop_Emp_ForecastsPly_249,{C547B7BD-6D64-4B5E-9467-20023E67A713},,,,,0,0
267,0,0,0,171.45449035,171.45449035,0,MoveDC_Pop_Emp_ForecastsPly_167,{86A6BBE0-D813-4BAF-848B-0ECD40B9896E},,,,,0,0
268,51.14989471,59.97518006,8.82528534,182.75698644,295.97806516,113.22107872,MoveDC_Pop_Emp_ForecastsPly_158,{42A150BA-293D-4E81-9BF4-29EF2468C8F4},,,,,0,0
269,0.45503989,0.4550399,1e-08,695.75600339,759.86606895,64.11006557,MoveDC_Pop_Emp_ForecastsPly_157,{A3C087C4-E5C7-49B5-8B36-F95042D452D4},,,,,0,0
270,3.04274154,4.984917,1.94217546,195.22100262,251.44698199,56.22597937,MoveDC_Pop_Emp_ForecastsPly_99,{F16DD523-DF18-473E-AB42-36F4EB94834A},,,,,0,0
271,0,0,0,394.06989587,394.06989587,0,MoveDC_Pop_Emp_ForecastsPly_166,{5FA8295E-9584-4F9B-A7A6-0F6286C5CA23},,,,,0,0
272,0,0,0,161.24329643,161.24329643,0,MoveDC_Pop_Emp_ForecastsPly_140,{612125F9-971A-4464-A223-0ECAF0215DE8},,,,,0,0
273,0,0,0,467.24999223,468.31938295,1.06939072,MoveDC_Pop_Emp_ForecastsPly_141,{03BAFD97-F8A7-4E0E-821C-B0AD0FDB9E89},,,,,0,0
274,19.34052086,35.11774902,15.77722816,5.45226666,29.0644451,23.61217844,MoveDC_Pop_Emp_ForecastsPly_357,{052F464F-5AA8-414C-A9DD-2582171CBC5A},,,,,0,0
275,0,0,0,0,0,0,MoveDC_Pop_Emp_ForecastsPly_168,{DA7C5ECC-BC0D-4172-9977-47A06F97E129},,,,,0,0
276,0,0,0,131.00633848,137.40313235,6.39679387,MoveDC_Pop_Emp_ForecastsPly_162,{1CF289EB-A37F-4147-B1D2-2AE21EB65B7F},,,,,0,0
277,3.20763278,3.38870874,0.18107596,212.97129048,218.04141959,5.07012911,MoveDC_Pop_Emp_ForecastsPly_160,{A242FC7A-8595-4055-94BA-AEBB46A77C08},,,,,0,0
278,27.27320671,51.92250473,24.64929801,4.25999147,15.38844745,11.12845598,MoveDC_Pop_Emp_ForecastsPly_362,{4E88F56C-66CC-4D79-9C1D-334179B43D60},,,,,0,0
279,0.8203088,0.82030879,-1e-08,86.13242326,86.13242326,0,MoveDC_Pop_Emp_ForecastsPly_161,{040A61D0-4139-474F-9B21-4470B8D706BA},,,,,0,0
280,2.71452498,3.15311648,0.4385915,4.64669797,4.64669797,0,MoveDC_Pop_Emp_ForecastsPly_262,{212DD698-4E08-4489-87B1-7257CA2C8F28},,,,,0,0
281,38.43026733,55.52807679,17.09780946,1.11438228,1.11438228,0,MoveDC_Pop_Emp_ForecastsPly_256,{5247046A-F290-4773-B0DB-D6525E4FB628},,,,,0,0
282,19.51764488,21.13362283,1.61597795,1.93077786,1.93077786,0,MoveDC_Pop_Emp_ForecastsPly_260,{FDA7F94E-E903-45F5-A0AC-D4A8D577B702},,,,,0,0
283,36.68353271,44.56565543,7.88212271,2.14647057,2.67429121,0.52782063,MoveDC_Pop_Emp_ForecastsPly_94,{0294854E-18E5-49EA-AEA7-A2BC5203FEEC},,,,,0,0
284,0,0,0,0,0,0,MoveDC_Pop_Emp_ForecastsPly_204,{108DF320-BB99-480A-8371-88044452472A},,,,,0,0
285,0,0,0,0,0,0,MoveDC_Pop_Emp_ForecastsPly_206,{AF975286-FBA3-4BC3-AA40-59D123AF8BE9},,,,,0,0
286,0,0,0,14.94619383,14.94619383,0,MoveDC_Pop_Emp_ForecastsPly_191,{C258117C-D3BB-4526-8DBB-89BCBE13FDB9},,,,,0,0
287,0,0,0,0,0.57588032,0.57588032,MoveDC_Pop_Emp_ForecastsPly_203,{2A2A06B0-6674-4324-93A7-1400CE8B0FAD},,,,,0,0
288,0,0,0,10.55366394,10.55366394,0,MoveDC_Pop_Emp_ForecastsPly_202,{9269B25A-5825-462A-80DD-6B74D94F088D},,,,,0,0
289,0,0,0,0,0,0,MoveDC_Pop_Emp_ForecastsPly_193,{A2613A43-9DA5-4A8A-9DAB-95029D33D598},,,,,0,0
290,0.03040154,0.03040154,0,35.57993745,35.57993745,0,MoveDC_Pop_Emp_ForecastsPly_187,{3EBF4EAC-E7B3-4E08-ACA4-2BB1FC715479},,,,,0,0
291,0,0,0,38.7323475,38.7323475,0,MoveDC_Pop_Emp_ForecastsPly_192,{278ABB7E-7831-4233-B16F-530DECCE2E0C},,,,,0,0
292,44.4789238,54.68340801,10.20448422,4.0397131,4.0397131,0,MoveDC_Pop_Emp_ForecastsPly_95,{31BBC27F-968E-4F4B-AE55-645E5082B3F8},,,,,0,0
293,16.91186523,18.28550767,1.37364243,53.80399135,54.07158414,0.2675928,MoveDC_Pop_Emp_ForecastsPly_188,{41725527-075E-4E20-BD42-634A337FB598},,,,,0,0
294,36.0709343,42.75132268,6.68038838,2.21100302,2.21100302,0,MoveDC_Pop_Emp_ForecastsPly_92,{3D0FC62D-EBD7-4C2A-BB5A-9745EC5F6677},,,,,0,0
295,13.03478909,13.03478902,-7e-08,0.41764079,0.41764079,0,MoveDC_Pop_Emp_ForecastsPly_2,{ACEAB0F4-95B8-4D73-9000-711E9FC42325},,,,,0,0
296,0,0,0,0,0,0,MoveDC_Pop_Emp_ForecastsPly_205,{76C88074-418A-486B-A5DE-622552EBB93A},,,,,0,0
297,38.06488419,43.02529847,4.96041428,6.26357545,6.26357545,0,MoveDC_Pop_Emp_ForecastsPly_93,{6E3F0F3D-2901-4BC9-9C78-86FDB5F730FB},,,,,0,0
298,10.35618877,15.42163113,5.06544235,0.30299426,0.30299426,0,MoveDC_Pop_Emp_ForecastsPly_364,{E2B40516-3822-41D3-9DB1-B026CC464031},,,,,0,0
299,14.14349937,20.21620973,6.07271036,0.92358319,1.056386,0.13280281,MoveDC_Pop_Emp_ForecastsPly_129,{F6A56C7F-F27D-433B-8836-69FFD20890D2},,,,,0,0
300,0,0,0,0,1.57822133,1.57822133,MoveDC_Pop_Emp_ForecastsPly_263,{77F73CB2-1B50-4586-8E9E-44D2912CB8FB},,,,,0,0
301,21.27833366,26.6006319,5.32229824,0.39102603,2.55253103,2.161505,MoveDC_Pop_Emp_ForecastsPly_130,{9E945401-F8B2-4B8C-8FFA-C25490BD1155},,,,,0,0
302,26.29945374,32.01482097,5.71536723,2.70804801,3.13140862,0.42336061,MoveDC_Pop_Emp_ForecastsPly_128,{23BC633A-94C9-4F41-B90B-CC28998FC114},,,,,0,0
303,39.67998505,48.07428612,8.39430108,0.84299193,0.84299193,0,MoveDC_Pop_Emp_ForecastsPly_135,{F579BBF9-1F2E-4F56-866C-776AAFF09806},,,,,0,0
304,34.63412094,44.35055226,9.71643132,0.84632247,0.84632247,0,MoveDC_Pop_Emp_ForecastsPly_131,{C8C4D6F7-1990-4779-8D12-81D17AF73C71},,,,,0,0
305,3.18914294,9.5836173,6.39447436,180.71270262,233.82731136,53.11460873,MoveDC_Pop_Emp_ForecastsPly_194,{607AEEAE-60C0-437F-821E-7D75352440E6},,,,,0,0
306,0,0,0,1.06904805,1.06904805,0,MoveDC_Pop_Emp_ForecastsPly_201,{4AAC94A2-981F-484B-944A-2D24C1248A01},,,,,0,0
307,33.83880234,44.95417401,11.11537167,4.31396644,5.37142897,1.05746253,MoveDC_Pop_Emp_ForecastsPly_259,{9A67819C-4763-45AC-A557-1E5513CA2D1E},,,,,0,0
308,23.5967083,25.58027509,1.98356679,157.52606462,159.25202477,1.72596015,MoveDC_Pop_Emp_ForecastsPly_189,{EA7F74E0-4EE2-4B71-AF5F-A0704BA10C52},,,,,0,0
309,53.88346863,118.51146729,64.62799866,8.37635016,8.37635016,0,MoveDC_Pop_Emp_ForecastsPly_390,{3D01A533-C3CF-45BA-B3BE-3B115B38E11C},,,,,0,0
310,4.01286221,4.53471416,0.52185196,53.24690161,53.24690161,0,MoveDC_Pop_Emp_ForecastsPly_190,{E9105D4A-01C2-4865-8DDA-B835B510F744},,,,,0,0
311,33.99660873,41.84318,7.84657127,26.57206052,27.19728547,0.62522495,MoveDC_Pop_Emp_ForecastsPly_257,{750CE4C9-9441-4C5E-A61E-6010659E5FFD},,,,,0,0
312,30.61519432,42.62423677,12.00904245,7.33128482,8.53743325,1.20614843,MoveDC_Pop_Emp_ForecastsPly_258,{EDBA9308-9337-43C6-853E-D38488C1747D},,,,,0,0
313,32.86763,38.82063282,5.95300281,1.13510622,1.13510622,0,MoveDC_Pop_Emp_ForecastsPly_261,{E2950630-6680-4ABC-BF43-F44C3AD2B814},,,,,0,0
314,0.06747168,0.06747167,0,214.18882293,214.18882293,0,MoveDC_Pop_Emp_ForecastsPly_197,{68D0ED0A-ED13-446D-AC1E-A72BFDBC7741},,,,,0,0
315,0,2.62211268,2.62211268,394.10712775,471.33373408,77.22660633,MoveDC_Pop_Emp_ForecastsPly_196,{B2EF076C-0CE0-4E8D-9B09-5F4B7BF6BBE2},,,,,0,0
316,0,2.22839515,2.22839515,210.84978062,236.54898995,25.69920933,MoveDC_Pop_Emp_ForecastsPly_195,{4FEA2C72-93C9-42A5-BC2B-AE2FF204AD12},,,,,0,0
317,33.02741623,39.05939995,6.03198372,1.39278406,1.43374829,0.04096424,MoveDC_Pop_Emp_ForecastsPly_391,{CF3553CE-6A93-4689-9CEB-0B2F9A2F63E1},,,,,0,0
318,0,0,0,1.69502554,1.69502554,0,MoveDC_Pop_Emp_ForecastsPly_207,{C465EBD7-5C53-4E10-B291-02E353A14E1C},,,,,0,0
319,23.02258873,29.02957392,6.00698519,48.03074958,52.52970519,4.49895561,MoveDC_Pop_Emp_ForecastsPly_269,{380492F7-B373-4C4F-AFD9-2AE983E0916F},,,,,0,0
320,0,5.5063782,5.5063782,104.62118579,159.2737772,54.65259141,MoveDC_Pop_Emp_ForecastsPly_198,{82DA75F2-C455-4B5D-9D9E-86A119EBB950},,,,,0,0
321,17.82502365,26.75274367,8.92772002,4.89731863,144.98800764,140.09068901,MoveDC_Pop_Emp_ForecastsPly_264,{9E74C65F-10AB-4C59-904E-E7955E3FB1CC},,,,,0,0
322,0.7577737,7.65351454,6.89574084,426.43715926,482.96707855,56.52991929,MoveDC_Pop_Emp_ForecastsPly_199,{70CAC03A-2183-4F78-9817-05CD4E0F9789},,,,,0,0
323,0,0.23124462,0.23124462,418.40822973,491.27918981,72.87096008,MoveDC_Pop_Emp_ForecastsPly_200,{77B85EBF-5CA5-444F-8FA3-F4C45D7807C1},,,,,0,0
324,0.99812651,0.99812653,2e-08,0.63795351,0.63795351,0,MoveDC_Pop_Emp_ForecastsPly_369,{26D9F592-8BAE-4609-AE14-CAC4C0186481},,,,,0,0
325,0,0,0,0,0,0,MoveDC_Pop_Emp_ForecastsPly_283,{59BC3A30-755C-44DC-8B79-B6911570CCB3},,,,,0,0
326,6.53674936,7.64967767,1.1129283,0.17261743,0.4905969,0.31797948,MoveDC_Pop_Emp_ForecastsPly_365,{E7F2B180-3CBE-4B07-9879-E08029DE397B},,,,,0,0
327,33.85412598,38.35532934,4.50120336,29.72062544,32.40866836,2.68804292,MoveDC_Pop_Emp_ForecastsPly_268,{38C414F9-949A-4C0D-BDF9-F0E43728D135},,,,,0,0
328,57.91676331,76.63733491,18.7205716,20.26914695,26.87640708,6.60726013,MoveDC_Pop_Emp_ForecastsPly_270,{07D81FD1-BFD7-4006-B7E0-46B2A3430D1E},,,,,0,0
329,54.59027863,69.82280779,15.23252916,1.20034367,1.5215624,0.32121873,MoveDC_Pop_Emp_ForecastsPly_278,{E1E4DEBC-0F55-407A-9BBD-5EA33B769C75},,,,,0,0
330,54.93354797,69.46044965,14.52690167,82.16984174,83.82930641,1.65946467,MoveDC_Pop_Emp_ForecastsPly_277,{F07DD55A-A1DB-47BF-B09E-8A89D0A041E5},,,,,0,0
331,29.63596153,49.16082913,19.5248676,37.92628189,61.86748946,23.94120757,MoveDC_Pop_Emp_ForecastsPly_276,{0953EAF3-DF66-44D8-B55B-F9A527EF541C},,,,,0,0
332,0.66885704,0.70229992,0.03344288,0.66885707,0.70229992,0.03344285,MoveDC_Pop_Emp_ForecastsPly_275,{A0E162E9-9BBA-4BE3-BEEE-78FB7A8E6FD8},,,,,0,0
333,37.19496536,46.39419526,9.1992299,0.22113534,0.55283836,0.33170302,MoveDC_Pop_Emp_ForecastsPly_134,{D635A420-5D5C-4588-8E43-CF4CAE353381},,,,,0,0
334,107.69284058,181.43755849,73.74471791,78.23192245,327.16237042,248.93044797,MoveDC_Pop_Emp_ForecastsPly_265,{7EE96ACD-8ED0-4013-B571-6A5FBF129A99},,,,,0,0
335,15.34786129,15.58105582,0.23319453,0.29456112,0.70571935,0.41115823,MoveDC_Pop_Emp_ForecastsPly_370,{AD0839DB-6C5D-467D-BB3E-D0D4F67BB369},,,,,0,0
336,38.08413315,46.54727295,8.4631398,48.7930784,57.32713911,8.53406071,MoveDC_Pop_Emp_ForecastsPly_267,{3F4D0ABD-DC22-4BF0-91B6-6C95863C8AF2},,,,,0,0
337,0,0,0,2.3309444,2.3309444,0,MoveDC_Pop_Emp_ForecastsPly_274,{561F4143-9760-40F0-96B1-3E3F150582C5},,,,,0,0
338,23.63211823,35.46202882,11.8299106,5.45782787,6.7738016,1.31597373,MoveDC_Pop_Emp_ForecastsPly_271,{C53D49E7-9EF4-4FAE-88AF-E91897D1D9DD},,,,,0,0
339,19.0566349,33.43397036,14.37733546,4.97024215,51.37533226,46.40509012,MoveDC_Pop_Emp_ForecastsPly_279,{16754D26-12FC-459B-B3CD-165C2AFB0ED8},,,,,0,0
340,6.36122513,6.80047117,0.43924604,0.47062084,1.49029933,1.01967849,MoveDC_Pop_Emp_ForecastsPly_367,{76AF8A18-7167-4543-A47D-3075DDCC88BB},,,,,0,0
341,15.66969395,18.64457946,2.97488552,0.81490263,1.54144233,0.72653969,MoveDC_Pop_Emp_ForecastsPly_366,{9BB9EAF6-4AE8-41BF-9CB5-CA307FF61365},,,,,0,0
342,8.08050632,21.65218632,13.57168,40.31324587,74.08619217,33.77294629,MoveDC_Pop_Emp_ForecastsPly_272,{70997717-EC06-4ECA-ACDB-1C0BB1710CC3},,,,,0,0
343,12.85590553,20.44680998,7.59090445,0.8951206,5.57864533,4.68352473,MoveDC_Pop_Emp_ForecastsPly_382,{CD9ED800-C73F-413A-9A81-509D06A75886},,,,,0,0
344,30.47459221,31.3425401,0.86794789,5.07266957,5.07266957,0,MoveDC_Pop_Emp_ForecastsPly_280,{8CE21382-9F61-441E-B279-C9E6AFA7E9A5},,,,,0,0
345,0.40187645,0.40187645,0,178.04212801,178.04212801,0,MoveDC_Pop_Emp_ForecastsPly_273,{8EF79AB7-C7F9-4B17-A391-7BB8E06BB2E8},,,,,0,0
346,21.6595459,65.43992508,43.78037919,55.1028911,91.20912339,36.1062323,MoveDC_Pop_Emp_ForecastsPly_266,{E95B3E3B-AF95-4652-809F-12F7A2597AB7},,,,,0,0
347,65.89517212,66.52214587,0.62697375,257.06013011,257.65575724,0.59562713,MoveDC_Pop_Emp_ForecastsPly_106,{922F6B09-B7C8-4641-9406-A2A1D0690933},,,,,0,0
348,45.77865219,89.22725659,43.44860439,2.45188399,24.1228835,21.67099951,MoveDC_Pop_Emp_ForecastsPly_104,{3BEFA909-321B-4EAA-BDAF-F30CF2E5F419},,,,,0,0
349,57.81913376,64.08420222,6.26506847,3.66347138,3.66347138,0,MoveDC_Pop_Emp_ForecastsPly_105,{7E6B2E53-2F0E-43E6-88CE-030FA5A78833},,,,,0,0
350,35.24045563,46.37916129,11.13870566,11.59195749,21.31424441,9.72228693,MoveDC_Pop_Emp_ForecastsPly_107,{5DAF0609-2223-46FA-B662-DA401D42A5E8},,,,,0,0
351,20.48907661,27.43974655,6.95066993,1.67167995,5.02603774,3.35435779,MoveDC_Pop_Emp_ForecastsPly_118,{9B4FC10C-4B89-448B-8315-4CF9942344B3},,,,,0,0
352,15.81649303,17.45734849,1.64085545,3.20981771,3.20981771,0,MoveDC_Pop_Emp_ForecastsPly_381,{E71FBC56-F6A8-462A-99BF-1768072A5A60},,,,,0,0
353,0.45811877,0.45811877,0,3.63261237,3.63261237,0,MoveDC_Pop_Emp_ForecastsPly_281,{4C96C9B0-C706-4D94-9CFD-1B08A4F4645B},,,,,0,0
354,1.45193756,14.20307466,12.7511371,5.51812506,22.20588035,16.68775528,MoveDC_Pop_Emp_ForecastsPly_383,{CC1A412F-783B-4551-A24A-4564E177991A},,,,,0,0
355,0.28491297,73.01808307,72.7331701,36.00861746,94.18930916,58.18069171,MoveDC_Pop_Emp_ForecastsPly_282,{3728A230-1612-42A6-968B-1FAECB6EC4B2},,,,,0,0
356,25.35027313,25.97312978,0.62285665,0.22838084,1.89971333,1.67133249,MoveDC_Pop_Emp_ForecastsPly_368,{B885EE9C-963F-481D-A976-61C6F6BF0E4A},,,,,0,0
357,3.37160015,3.73234743,0.36074728,0.62437039,0.92961813,0.30524774,MoveDC_Pop_Emp_ForecastsPly_380,{8A1B2E9A-6DEA-4958-8BAB-ECAAC051D4D5},,,,,0,0
358,0.55631328,0.74721661,0.19090333,1.2965028,2.00975501,0.71325222,MoveDC_Pop_Emp_ForecastsPly_389,{24BAEDA1-41E2-4EA1-A59A-DEF79F86FB6F},,,,,0,0
359,33.43679047,45.62886379,12.19207332,0.86512897,3.12159936,2.25647039,MoveDC_Pop_Emp_ForecastsPly_119,{05541A1C-3D5A-4D8B-9E13-3F2C1744ECB8},,,,,0,0
360,21.60744095,35.83827848,14.23083753,2.18710649,6.23911182,4.05200533,MoveDC_Pop_Emp_ForecastsPly_111,{985CB712-E5B5-4332-BC11-1603282AE0D1},,,,,0,0
361,14.75235462,15.84386631,1.09151169,0.53558641,0.53558641,0,MoveDC_Pop_Emp_ForecastsPly_379,{1CEF2171-AEC9-4558-880A-5084774FAC3F},,,,,0,0
362,30.84092903,59.1929016,28.35197257,3.61728253,6.62615363,3.0088711,MoveDC_Pop_Emp_ForecastsPly_384,{B4FE71E2-5173-48F6-B01A-09796AB7DA88},,,,,0,0
363,25.09358215,27.93792776,2.8443456,3.1854232,3.6300425,0.4446193,MoveDC_Pop_Emp_ForecastsPly_116,{C0E5D8CD-A25E-4DDD-9676-6B9C46DE15FF},,,,,0,0
364,37.32944107,52.5145502,15.18510913,3.75529701,9.38824252,5.63294551,MoveDC_Pop_Emp_ForecastsPly_113,{ACCB997E-3B03-4004-9ACA-7429C67B5DA8},,,,,0,0
365,13.0956955,25.03495338,11.93925789,2.01423356,13.90265939,11.88842583,MoveDC_Pop_Emp_ForecastsPly_378,{5996A34E-40BF-4D68-B2BE-AE6E3BB09BBA},,,,,0,0
366,28.01062202,38.59011563,10.5794936,1.303559,3.17146367,1.86790467,MoveDC_Pop_Emp_ForecastsPly_122,{EF24815A-B09D-4C8B-8F3E-B710361274D9},,,,,0,0
367,12.79293251,18.96409106,6.17115855,0.32077802,0.80958262,0.4888046,MoveDC_Pop_Emp_ForecastsPly_117,{BFE72BF6-41E7-4003-B2D8-3589DAEA5C88},,,,,0,0
368,0.4308396,0.79539621,0.36455661,63.52674838,63.5930314,0.06628302,MoveDC_Pop_Emp_ForecastsPly_120,{3FA06F13-CBB4-49EF-B700-44E817704C3F},,,,,0,0
369,45.81936646,66.99463381,21.17526736,0.57082106,0.57082106,0,MoveDC_Pop_Emp_ForecastsPly_114,{1B5B30DB-214B-404A-8957-4DE5C9C430D1},,,,,0,0
370,14.40184498,22.6442232,8.24237823,0.32731466,0.32731466,0,MoveDC_Pop_Emp_ForecastsPly_109,{99FFDD28-4038-4274-B40D-A25A1F2F70B0},,,,,0,0
371,30.73098564,40.02502775,9.29404211,2.52448202,2.52448202,0,MoveDC_Pop_Emp_ForecastsPly_121,{6B9E735D-A336-45CD-AE64-11B314595A00},,,,,0,0
372,3.40390944,14.1433312,10.73942176,10.28131456,19.09552671,8.81421215,MoveDC_Pop_Emp_ForecastsPly_112,{AC97C43A-CB58-4C4A-A88F-FFCD2F34904C},,,,,0,0
373,25.77051926,34.56658269,8.79606343,0.6862988,0.6862988,0,MoveDC_Pop_Emp_ForecastsPly_110,{78EE8442-077A-4EB8-8D01-0FD3C4CA297A},,,,,0,0
374,19.81601906,24.60393518,4.78791612,3.46684872,6.1013483,2.63449958,MoveDC_Pop_Emp_ForecastsPly_375,{D894784C-8830-4F55-93E4-A7906C4743A2},,,,,0,0
375,38.90047073,53.89094154,14.99047081,0.88937454,1.44362245,0.5542479,MoveDC_Pop_Emp_ForecastsPly_123,{D10870FF-7FA9-42D9-A067-4125680406A6},,,,,0,0
376,51.03940201,70.01643321,18.9770312,0.49974163,0.49974163,0,MoveDC_Pop_Emp_ForecastsPly_377,{17169D40-A5AD-4079-A67E-2A028981A3AC},,,,,0,0
377,2.69533277,3.01442303,0.31909027,0.48130941,0.48130941,0,MoveDC_Pop_Emp_ForecastsPly_388,{B08692DB-E223-41A8-9C7B-A8EA4D779475},,,,,0,0
378,31.21957588,50.79812104,19.57854516,5.2851265,8.54658002,3.26145353,MoveDC_Pop_Emp_ForecastsPly_115,{59414923-8CE2-4284-B65A-0AE8B4B024D3},,,,,0,0
379,18.99962807,23.44569951,4.44607144,2.75436584,3.94527791,1.19091206,MoveDC_Pop_Emp_ForecastsPly_373,{FEB2E59D-770B-419F-83C0-3A5E079AF505},,,,,0,0
380,10.87308884,13.5710753,2.69798646,1.61270626,2.57627289,0.96356663,MoveDC_Pop_Emp_ForecastsPly_374,{4D8AE864-EF21-46DD-BE27-D2BAC2DC17DD},,,,,0,0
381,22.81490135,29.39058423,6.57568288,1.02395068,1.02395068,0,MoveDC_Pop_Emp_ForecastsPly_108,{F481D8ED-859A-4A71-924B-62D803535E4E},,,,,0,0
382,10.62137413,10.80340642,0.18203229,4.92757252,5.37630335,0.44873083,MoveDC_Pop_Emp_ForecastsPly_376,{9C1209AD-111B-41A6-BAD3-E55AE770FEF6},,,,,0,0
383,22.09833717,30.96548609,8.86714892,0.99995475,2.52968684,1.5297321,MoveDC_Pop_Emp_ForecastsPly_371,{09122677-0983-4336-AB27-EB551D5D6C02},,,,,0,0
384,8.32641697,9.35598381,1.02956684,4.7719603,5.80969824,1.03773794,MoveDC_Pop_Emp_ForecastsPly_387,{D022F999-67B5-4A3A-9185-2CED9984F4CD},,,,,0,0
385,25.72101021,34.53476724,8.81375704,1.20359919,1.42157384,0.21797466,MoveDC_Pop_Emp_ForecastsPly_124,{BD48C274-4B98-4D0E-BA15-A8999AA4B757},,,,,0,0
386,0.9096989,0.94186902,0.03217012,6.3839775,6.3839775,0,MoveDC_Pop_Emp_ForecastsPly_392,{E751695E-9585-47BB-92FC-906A87555242},,,,,0,0
387,42.89538956,56.17341033,13.27802077,4.12171937,4.41678653,0.29506716,MoveDC_Pop_Emp_ForecastsPly_372,{59A9B9AB-7471-4859-88F5-C022B6DCD4CC},,,,,0,0
388,15.61588669,21.37521114,5.75932446,0.78594809,3.2984051,2.51245701,MoveDC_Pop_Emp_ForecastsPly_126,{C16DE9A3-1FE7-4663-A332-F1A41E985C6F},,,,,0,0
389,49.36213303,74.05965938,24.69752635,1.48119319,7.36207873,5.88088554,MoveDC_Pop_Emp_ForecastsPly_127,{60B424AF-4372-4DEA-81B1-00A4AA2ABFFA},,,,,0,0
390,36.62462234,44.75143339,8.12681104,0.20047162,0.20047162,0,MoveDC_Pop_Emp_ForecastsPly_125,{D254D21E-3F14-49E2-A3A4-E563AD48A869},,,,,0,0
391,2.11480761,2.11480755,-5e-08,2.45377671,2.45377671,0,MoveDC_Pop_Emp_ForecastsPly_385,{553A201E-8F8C-4A91-9DA8-02404DDE7A05},,,,,0,0
392,23.56684494,39.23339873,15.66655379,0.55100997,2.53166741,1.98065744,MoveDC_Pop_Emp_ForecastsPly_386,{F03F8EDD-8EB0-4F7B-A752-D9E0806B7837},,,,,0,0
393,0,0,0,0.56593265,0.56593265,0,MoveDC_Pop_Emp_ForecastsPly_393,{F9C11C4F-FF05-40E9-8336-344CF9CAE84A},,,,,0,0
